,18942,1053,36653,35906,24887,40959,19451,16248,17887,44480,12894,3806,16302,20472,19797,27494,17012,119,32374,41039,9453,31541,12207,13592,25626,9594,4888,36962,15699,4130,15556,9294,43706,30224,43738,4407,8838,2771,18058,33492,12760,44112,27614,24898,16010,18487,16993,17826,41342,156,26303,39547,1896,30219,6331,43890,9330,36091,27651,1745,2616,39468,21325,43498,34340,24543,23531,27330,42995,449,2874,25678,28712,12152,14210,18653,22092,19067,26235,22144,17629,36231,2448,31424,4302,1076,1471,19959,33633,18437,29295,20565,22234,31939,40447,22779,40560,37248,6454,38985
0,0.0,,4.41e-05,,,,,,,,,,,,,,,,,,,5.69e-05,,,,,,6.26e-05,4.41e-05,,,,,,,,,,,,,,,4.98e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99e-05,,,,,,,,,,,,,3.56e-05
1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000116681,,,,,,,,,,,,,,,,,,,,,0.000308827,,,,,,,,,,,,0.000101028,,,1.42e-06,,,,,,,,,,,,,,
2,4.41e-05,,0.0,,,,,,,,,,,,,,,,,,,5.83e-05,,,,,,6.4e-05,4.55e-05,,,,,,,,,,,,,,,5.12e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13e-05,,,,,,,,,,,,,3.7e-05
3,,,,0.0,,,,,,,,,,7.4e-05,,,,,,0.00031879,,,7.26e-05,8.11e-05,,,,,,,,,,0.000293167,,6.4e-05,,,,,,,,,,,,,,,,,8.68e-05,0.000303132,,,,,0.000301708,,,,,,,,,,,0.000115259,,,,,,,,,,,,,,,7.11e-05,,,,,,,8.25e-05,,,,,,,,
4,,,,,0.0,,,0.000157952,,,,,,,,,,,,,0.000105297,,,,,,,,,,,,,,,,0.000165068,,,,,,,,,,,,,,,,,,,,0.000156529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.0,,,,,,,0.000122374,,,,,8.82e-05,,,,,,,,,,,,,,,,,,,,,,,,,9.11e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.000157952,,,0.0,,,,,,,,,,,,,0.000135181,,,,,,,,,,,,,,,,9.82e-05,,,,,,,,,,,,,,,,,,,,0.000146566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,0.0,,0.000109566,,,,,,,,,,,,,,,0.000196376,,,,,,,0.00013945,,6.12e-05,,,,8.82e-05,,,6.83e-05,,,,,,0.000227688,,,,,,,,9.25e-05,,,,,,,2.28e-05,0.00010672,,,,,7.97e-05,,,,,,,0.000133758,,,,,5.98e-05,0.000145143,,,,,,,,,,,,,9.11e-05,,,0.000210611,,
9,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,0.000109566,,0.0,,,,,,,,,,,,,,,0.000194953,,,,,,,0.000136605,,8.25e-05,,,,8.4e-05,,,8.68e-05,,,,,,0.000224842,,,,,,,,0.00011099,,,,,,,0.00010672,0.000102451,,,,,9.82e-05,,,,,,,0.000129489,,,,,8.11e-05,0.000140875,,,,,,,,,,,,,4.7e-05,,,0.000207765,,
11,,,,,,,,,,,,0.0,,,0.000115258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000119528,,0.000140875,,,,,,0.000126644,,0.000436957,,,0.000135182,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,0.000122374,,,,,,,0.0,,,,,9.68e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.000102452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,7.4e-05,,,,,,,,,,0.0,,,,,,0.00028605,,,5.98e-05,8.4e-05,,,,,,,,,,0.000261852,,6.12e-05,,,,,,,,,,,,,,,,,0.000118104,0.000271816,,,,,0.000270392,,,,,,,,,,,0.000145143,,,,,,,,,,,,,,,0.00010245,,,,,,,5.12e-05,,,,,,,,
14,,,,,,,,,,,,0.000115258,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000103874,,0.00012522,,,,,,0.000110989,,0.000421293,,,0.000119527,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.001293221,,,,,0.00132744,,,,,,,,0.001330289,0.000305979,,,,0.000230537,,,,0.000305979,,,0.001314603,,,,,,0.00023196,,,,0.001340274,,,,,,,,,,,,,,,,,,,,,,0.000217727,,,,,0.000217728,,,,,,,0.000210611,,,,
16,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000163644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,8.82e-05,,,,,,,9.68e-05,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6.55e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,0.00031879,,,,,,,,,,0.00028605,,,,,,0.0,,,0.000311673,0.000328756,,,,,,,,,,4.27e-05,,0.000297438,,,,,,,,,,,,,,,,,0.000354377,5.26e-05,,,,,5.12e-05,,,,,,,,,,,0.000381426,,,,,,,,,,,,,,,0.000338717,,,,,,,0.000304555,,,,,,,,
20,,,,,0.000105297,,,0.000135181,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.000142297,,,,,,,,,,,,,,,,,,,,0.000133759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,5.69e-05,,5.83e-05,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.68e-05,5.83e-05,,,,,,,,,,,,,,,6.4e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41e-05,,,,,,,,,,,,,4.98e-05
22,,,,7.26e-05,,,,,,,,,,5.98e-05,,,,,,0.000311673,,,0.0,8.25e-05,,,,,,,,,,0.000288898,,3.13e-05,,,,,,,,,,,,,,,,,0.000116681,0.000298862,,,,,0.000297438,,,,,,,,,,,0.000145143,,,,,,,,,,,,,,,0.000101027,,,,,,,6.97e-05,,,,,,,,
23,,,,8.11e-05,,,,,,,,,,8.4e-05,,,,,,0.000328756,,,8.25e-05,0.0,,,,,,,,,,0.000303133,,7.4e-05,,,,,,,,,,,,,,,,,0.00012522,0.000313098,,,,,0.000311673,,,,,,,,,,,0.000153683,,,,,,,,,,,,,,,0.000109566,,,,,,,9.25e-05,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,0.000196376,,0.000194953,,,,,,,,,,,,,,,0.0,,,,,,,0.000170759,,0.000172182,,,,0.000167913,,,0.000176452,,,,,,0.000260424,,,,,,,,0.000200646,,,,,,,0.00019353,0.000186414,,,,,0.000187837,,,,,,,0.000213455,,,,,0.000170759,0.000176452,,,,,,,,,,,,,0.000176452,,,0.000243346,,
26,,,,,,,,,,,,,,,,0.001293221,,,,,,,,,,,0.0,,,,,0.000173607,,,,,,,,0.000199224,0.001308912,,,,0.001239051,,,,0.00129751,,,0.000163644,,,,,,0.001240477,,,,0.000180723,,,,,,,,,,,,,,,,,,,,,,0.001227648,,,,,0.001231929,,,,,,,0.001221947,,,,
27,6.26e-05,,6.4e-05,,,,,,,,,,,,,,,,,,,7.68e-05,,,,,,0.0,6.4e-05,,,,,,,,,,,,,,,6.97e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98e-05,,,,,,,,,,,,,5.55e-05
